iter	Logloss
0	0.6798776765
1	0.6708036486
2	0.6597001255
3	0.6508818679
4	0.6394597183
5	0.6313934739
6	0.6233699495
7	0.6113627547
8	0.6010009779
9	0.5916091325
10	0.581508655
11	0.5745866592
12	0.5659895807
13	0.5579847844
14	0.5473098672
15	0.5401091475
16	0.5322330655
17	0.5251887276
18	0.5199945471
19	0.51436232
20	0.5092235728
21	0.504787379
22	0.4985317045
23	0.4936509309
24	0.4866499792
25	0.4799813878
26	0.476045376
27	0.4717146323
28	0.4649812409
29	0.4610423465
30	0.4574098512
31	0.4540588379
32	0.4502516068
33	0.4448988857
34	0.440285209
35	0.4354335373
36	0.431756436
37	0.4279467739
38	0.4252761024
39	0.4212084431
40	0.4178614145
41	0.4143853196
42	0.4108705737
43	0.4076643629
44	0.4048101123
45	0.4014473782
46	0.3986662553
47	0.3960061145
48	0.3929094872
49	0.3906590668
50	0.3888188804
51	0.386301156
52	0.3847564373
53	0.3830506307
54	0.3806628852
55	0.3782403609
56	0.3766967622
57	0.3746052403
58	0.3726053391
59	0.3705623149
60	0.3686777389
61	0.3669992932
62	0.3653348681
63	0.3625589939
64	0.3613456192
65	0.3593279649
66	0.3579822625
67	0.3563834097
68	0.3548072908
69	0.353425246
70	0.3520213157
71	0.349987566
72	0.3482364876
73	0.3465822487
74	0.3452485563
75	0.3442934274
76	0.3432645574
77	0.342124061
78	0.3414052866
79	0.3403904919
80	0.3397402676
81	0.3384491397
82	0.3366307603
83	0.3360422595
84	0.3351530427
85	0.3344138842
86	0.3333174125
87	0.3324923211
88	0.331489105
89	0.3301209164
90	0.3290581304
91	0.3281839239
92	0.327351016
93	0.3262878899
94	0.3253774322
95	0.323958566
96	0.3230612936
97	0.3219618398
98	0.3213649064
99	0.3198715998
100	0.3191880003
101	0.3187123377
102	0.3179940433
103	0.3169650526
104	0.3161521402
105	0.3142706706
106	0.3134188134
107	0.3126417782
108	0.3116615407
109	0.3109247731
110	0.3102987273
111	0.3091718582
112	0.3084222154
113	0.3072577811
114	0.3065925462
115	0.3057518398
116	0.3052198604
117	0.3042021887
118	0.3030141777
119	0.3023109094
120	0.3016902536
121	0.3009446581
122	0.3002768099
123	0.2998671305
124	0.2992134431
125	0.2986199018
126	0.2978465455
127	0.2973226096
128	0.2967028189
129	0.2963794068
130	0.2958554642
131	0.2952813656
132	0.2948777827
133	0.2943848078
134	0.2940379201
135	0.2935122862
136	0.2926925391
137	0.2925298914
138	0.2918981106
139	0.2913568679
140	0.2911616062
141	0.2909257872
142	0.2903225595
143	0.2897640276
144	0.2895146772
145	0.2891081773
146	0.2890054037
147	0.288189914
148	0.287858817
149	0.2872495034
150	0.2866225831
151	0.2862541001
152	0.2858896143
153	0.2853889606
154	0.285095783
155	0.2846847005
156	0.2840668586
157	0.2834775252
158	0.283120208
159	0.2827607772
160	0.2823709737
161	0.281833639
162	0.2815011762
163	0.2809005674
164	0.2804521978
165	0.2798916429
166	0.279596734
167	0.279286916
168	0.2791756524
169	0.2785094017
170	0.2780154734
171	0.2777263433
172	0.2774510951
173	0.2768621513
174	0.2765824524
175	0.2763102677
176	0.2757956159
177	0.2754284023
178	0.274766144
179	0.2741158582
180	0.2735793607
181	0.2731451263
182	0.2728772891
183	0.272459619
184	0.2721654463
185	0.271687826
186	0.2713142284
187	0.2710405245
188	0.2706531324
189	0.2702296203
190	0.2698239187
191	0.269545181
192	0.2693658532
193	0.2691018635
194	0.2689193305
195	0.268710308
196	0.2683539323
197	0.2680845195
198	0.2679388448
199	0.2675732468
200	0.267072391
201	0.2669889287
202	0.2667430506
203	0.2665157868
204	0.2664040122
205	0.2660861448
206	0.2656272156
207	0.2652152166
208	0.2648149669
209	0.2646530308
210	0.2643594693
211	0.2640386671
212	0.263671505
213	0.2634762962
214	0.2632017272
215	0.2629727524
216	0.2629139754
217	0.2623763503
218	0.2620065869
219	0.2618168428
220	0.2616090922
221	0.2613783635
222	0.261327755
223	0.2607821998
224	0.2602547146
225	0.2600445127
226	0.2597943007
227	0.2595138821
228	0.259235514
229	0.2590126818
230	0.2588220605
231	0.2585398507
232	0.2582518074
233	0.2579455388
234	0.2574606843
235	0.2569098597
236	0.2567128581
237	0.256407792
238	0.2561673615
239	0.2559018652
240	0.255677317
241	0.25543332
242	0.2552593887
243	0.2549993842
244	0.2548259839
245	0.2547019584
246	0.2546865472
247	0.254382304
248	0.2543124657
249	0.254070112
250	0.2536871845
251	0.253414257
252	0.2530391841
253	0.2525669272
254	0.2522064021
255	0.2519210199
256	0.2515610068
257	0.2515251207
258	0.2510802661
259	0.2508592648
260	0.2506021763
261	0.250342662
262	0.2500103871
263	0.2498145243
264	0.2494709729
265	0.2492104504
266	0.2489582972
267	0.2487905971
268	0.2484667767
269	0.2481348267
270	0.2479068727
271	0.2476951602
272	0.247352595
273	0.2470731893
274	0.2466009185
275	0.2465467408
276	0.2461940242
277	0.2459341681
278	0.2458974898
279	0.2456730037
280	0.2454992024
281	0.2452795107
282	0.2449573468
283	0.2449570812
284	0.244749992
285	0.2444425574
286	0.244215716
287	0.2439068266
288	0.2437095728
289	0.243366185
290	0.2428382359
291	0.2425240311
292	0.2422069297
293	0.2421375279
294	0.2419838153
295	0.2419501445
296	0.2416689391
297	0.2414423468
298	0.2412701104
299	0.2410592126
300	0.2409370506
301	0.2404930269
302	0.2402864506
303	0.2400420032
304	0.2398437114
305	0.239614035
306	0.239260159
307	0.2388790975
308	0.2386422165
309	0.2382202517
310	0.2378500271
311	0.2376493932
312	0.2373450981
313	0.2370242732
314	0.2366032508
315	0.2362824218
316	0.235947357
317	0.2356964573
318	0.2354677419
319	0.2352789778
320	0.2351327186
321	0.2349030419
322	0.2345776509
323	0.2342233112
324	0.233986771
325	0.2335251665
326	0.2332851491
327	0.2331085281
328	0.2329439615
329	0.2327925019
330	0.2324757331
331	0.2321015515
332	0.2319180886
333	0.2316963261
334	0.2314025943
335	0.231098648
336	0.2308070456
337	0.2306468398
338	0.2302995939
339	0.2298852935
340	0.2295306129
341	0.2291983496
342	0.2290002139
343	0.2287338198
344	0.2284927049
345	0.2282330271
346	0.2278106079
347	0.2274656886
348	0.2273637346
349	0.2270362228
350	0.2269130916
351	0.2268107049
352	0.226676227
353	0.2263027746
354	0.2260807509
355	0.2259289032
356	0.2255681303
357	0.2253375251
358	0.2252444602
359	0.2248886409
360	0.2245390858
361	0.2245358794
362	0.2241336976
363	0.2238168374
364	0.2236112904
365	0.2235683199
366	0.2233726872
367	0.2232349705
368	0.2231760221
369	0.2228918103
370	0.2226419685
371	0.2223337404
372	0.2220176582
373	0.2217493559
374	0.2215711785
375	0.2214350097
376	0.2210863144
377	0.2209228587
378	0.2207001939
379	0.2204688592
380	0.2202306802
381	0.2198909013
382	0.2196567708
383	0.219359578
384	0.2189701291
385	0.2187941629
386	0.2185172283
387	0.2182802918
388	0.2180068202
389	0.2177272698
390	0.2174584493
391	0.2171966973
392	0.217087117
393	0.2168380871
394	0.2168279253
395	0.2166330725
396	0.2163765643
397	0.2161310338
398	0.2158184722
399	0.2156815359
400	0.2154053068
401	0.2153060621
402	0.2149462569
403	0.2147132714
404	0.2144313991
405	0.2144284138
406	0.2142908355
407	0.214079931
408	0.214058098
409	0.2139241533
410	0.21377905
411	0.2137782486
412	0.21365414
413	0.2133839178
414	0.2132778764
415	0.213024247
416	0.2126918182
417	0.2123724108
418	0.212296696
419	0.2120920614
420	0.2119134589
421	0.2117357617
422	0.2114791496
423	0.2112252654
424	0.2110830752
425	0.2107115907
426	0.2105597419
427	0.2103104369
428	0.2100525596
429	0.2097190762
430	0.2095265626
431	0.2093365787
432	0.2091613384
433	0.2087915669
434	0.2084691821
435	0.2082765418
436	0.2079578914
437	0.2077043654
438	0.2075562324
439	0.2074214774
440	0.2072174901
441	0.2069175613
442	0.2068859394
443	0.2067529351
444	0.2063686279
445	0.2060292334
446	0.2060284354
447	0.2058372723
448	0.2056857248
449	0.2054630617
450	0.2052423702
451	0.2050489435
452	0.2048003476
453	0.2046179685
454	0.2042853915
455	0.2039408901
456	0.2038272673
457	0.2034773489
458	0.2033560054
459	0.2032655756
460	0.2029734373
461	0.2026276273
462	0.2023546232
463	0.202142013
464	0.2020037611
465	0.2017852551
466	0.2015634862
467	0.2012111094
468	0.2010888737
469	0.2008063463
470	0.2006237277
471	0.2004587932
472	0.2003160324
473	0.2000794144
474	0.1997625132
475	0.1995299363
476	0.1993492359
477	0.199148668
478	0.1990102663
479	0.1988080374
480	0.1984681167
481	0.1982406843
482	0.1982398609
483	0.1979777418
484	0.197822573
485	0.1976536978
486	0.1973620194
487	0.1972591038
488	0.197099623
489	0.1967960382
490	0.1966351507
491	0.1963380936
492	0.1962384467
493	0.1958353899
494	0.1956143507
495	0.1953449768
496	0.1951867866
497	0.1951217127
498	0.1948059579
499	0.1944902479
500	0.1942095666
501	0.1940138502
502	0.1938597173
503	0.1934972984
504	0.1931755449
505	0.1928630153
506	0.1927164914
507	0.192647604
508	0.1925453217
509	0.1923920423
510	0.1921709867
511	0.1920172982
512	0.1917474101
513	0.1916622956
514	0.1915453096
515	0.1915208802
516	0.1912180516
517	0.1911164964
518	0.1907765
519	0.1905920457
520	0.1904923907
521	0.1902299009
522	0.1900230667
523	0.1897340642
524	0.1896706854
525	0.1894094735
526	0.1891801959
527	0.1889809759
528	0.188884432
529	0.1885907181
530	0.1883470011
531	0.1881074384
532	0.1879423851
533	0.1878509938
534	0.1877088491
535	0.1875540117
536	0.187358021
537	0.1871956642
538	0.186966877
539	0.1866796644
540	0.186448129
541	0.1863069563
542	0.186044885
543	0.1858567708
544	0.1857187469
545	0.1854547355
546	0.1853164049
547	0.1850830722
548	0.184973303
549	0.1848167402
550	0.1846585315
551	0.1842946393
552	0.1839847679
553	0.1837054481
554	0.1834906953
555	0.1833562258
556	0.1831209188
557	0.1829288136
558	0.1826713279
559	0.1824879661
560	0.1823188737
561	0.1820295688
562	0.1817857049
563	0.1816793345
564	0.1815189455
565	0.1812996658
566	0.181081474
567	0.180872763
568	0.1807156632
569	0.1805000103
570	0.1801665506
571	0.1800169235
572	0.1797829981
573	0.1796336629
574	0.1794682201
575	0.1792455813
576	0.1790668977
577	0.179061466
578	0.1787988837
579	0.1786913054
580	0.1785410607
581	0.1782861623
582	0.1780718735
583	0.1779391038
584	0.1779376982
585	0.1778126082
586	0.1775893819
587	0.1773623994
588	0.1772415354
589	0.1770314604
590	0.1769051151
591	0.1766246873
592	0.1764969344
593	0.1762737992
594	0.1762177408
595	0.1759660321
596	0.1757084831
597	0.1756401644
598	0.175389046
599	0.1751447412
600	0.1750374721
601	0.1747982032
602	0.1747025455
603	0.1745652463
604	0.1743666771
605	0.1741683528
606	0.1739300957
607	0.1735929787
608	0.1735425267
609	0.173350266
610	0.1730516008
611	0.1728399676
612	0.1724889265
613	0.1723393855
614	0.1721659197
615	0.1720256952
616	0.1718959605
617	0.1716810524
618	0.1714911013
619	0.1712516273
620	0.1709232763
621	0.1706534123
622	0.170461066
623	0.1702186336
624	0.1701340492
625	0.1699380245
626	0.1697302239
627	0.1694599895
628	0.169218313
629	0.1690310893
630	0.168845076
631	0.1686512917
632	0.1684539089
633	0.168109809
634	0.1678750752
635	0.1677055595
636	0.1674517727
637	0.1673287576
638	0.167182616
639	0.1670480798
640	0.1669034738
641	0.1667529354
642	0.166567909
643	0.1663921972
644	0.1661918258
645	0.1659725698
646	0.1658268965
647	0.1657081829
648	0.1654842839
649	0.1652573203
650	0.1651155099
651	0.1649579655
652	0.1647758768
653	0.1645507239
654	0.1643607346
655	0.1642665831
656	0.1641202738
657	0.1639872871
658	0.163808731
659	0.1635130762
660	0.1631875444
661	0.1629988184
662	0.162906061
663	0.1627073402
664	0.1625952612
665	0.1625943838
666	0.1624535811
667	0.1622044147
668	0.1620974087
669	0.1618845577
670	0.1617421192
671	0.1616177162
672	0.1614620297
673	0.161283656
674	0.160950531
675	0.1607170981
676	0.1605906971
677	0.1604262132
678	0.1601881908
679	0.1600337971
680	0.1598735833
681	0.1597263117
682	0.1595904095
683	0.1593261648
684	0.1592070099
685	0.1591050588
686	0.1588736025
687	0.1586466114
688	0.1584673809
689	0.1583411726
690	0.1581613226
691	0.1578389449
692	0.1577281457
693	0.1575639674
694	0.1573551131
695	0.1572114803
696	0.1570353562
697	0.1569167817
698	0.1567532709
699	0.1565809946
700	0.1564726577
701	0.1562466203
702	0.1561824163
703	0.1559489578
704	0.1557825243
705	0.1554451969
706	0.1553331219
707	0.1552394495
708	0.155090137
709	0.1549463041
710	0.1547372071
711	0.1546314659
712	0.1544761369
713	0.1542990561
714	0.1539446657
715	0.1537709257
716	0.1535401232
717	0.153457995
718	0.1533337452
719	0.1531890371
720	0.1531073625
721	0.1528344185
722	0.1526492409
723	0.1524674479
724	0.1523786507
725	0.1522789512
726	0.1521482784
727	0.1520156258
728	0.151898046
729	0.1517604302
730	0.1516333644
731	0.1514706554
732	0.1513376349
733	0.1512305416
734	0.1510825803
735	0.1509764286
736	0.1508738263
737	0.1506392763
738	0.150483364
739	0.1503173542
740	0.1501312087
741	0.1500362278
742	0.1498737265
743	0.1496963325
744	0.1495117071
745	0.1493960335
746	0.149293062
747	0.1492284171
748	0.1490680126
749	0.1489021809
750	0.1487858071
751	0.1486592137
752	0.1484803086
753	0.1483814433
754	0.1482356108
755	0.1480501028
756	0.1479480724
757	0.1477727191
758	0.1476733733
759	0.1475313353
760	0.1474379748
761	0.1472934829
762	0.1471412767
763	0.1470164095
764	0.1467468946
765	0.146537904
766	0.1464389685
767	0.1463260031
768	0.1461896098
769	0.1460708189
770	0.1459644158
771	0.1458160855
772	0.1456827708
773	0.1454069448
774	0.1452802019
775	0.1451856883
776	0.1450366942
777	0.1448910475
778	0.1447617126
779	0.1446326912
780	0.1445292754
781	0.1443424612
782	0.144196833
783	0.1440945835
784	0.1439896173
785	0.1438174914
786	0.143721327
787	0.1436082536
788	0.1435338607
789	0.1434415728
790	0.1433566612
791	0.1431019231
792	0.1429892106
793	0.1428974241
794	0.1427902671
795	0.1427023647
796	0.1425504091
797	0.1424416155
798	0.1423724715
799	0.1422899323
800	0.1421219437
801	0.1420400033
802	0.1419406503
803	0.1418525765
804	0.1417451875
805	0.1416385889
806	0.1415345176
807	0.1414576308
808	0.1413533127
809	0.1411892267
810	0.1410724874
811	0.1409377678
812	0.1407124819
813	0.1406093147
814	0.1404718366
815	0.1402505678
816	0.1401361276
817	0.1400445329
818	0.139961313
819	0.1398454895
820	0.1396882548
821	0.1396091113
822	0.1394756691
823	0.1393474979
824	0.1392576934
825	0.1391725815
826	0.1390312288
827	0.1389324881
828	0.1387719589
829	0.1386476813
830	0.1385551024
831	0.1384994228
832	0.1383882402
833	0.1382892618
834	0.1382091193
835	0.1381088747
836	0.1379598762
837	0.137706884
838	0.1376157835
839	0.1375040214
840	0.1374353409
841	0.1371881985
842	0.137104095
843	0.1369928523
844	0.1368991304
845	0.1368139918
846	0.1367332386
847	0.1366428921
848	0.1365770228
849	0.1364913024
850	0.1364272302
851	0.1362840978
852	0.1361663028
853	0.1360860766
854	0.1359521647
855	0.1358275115
856	0.1357290827
857	0.1356670789
858	0.1355024617
859	0.135430984
860	0.1353503455
861	0.1352587357
862	0.1350938864
863	0.1350042858
864	0.134916724
865	0.1348027952
866	0.1346748134
867	0.1345906394
868	0.1344786429
869	0.1343445152
870	0.1342678753
871	0.1341655363
872	0.1340542604
873	0.1339950791
874	0.1338460892
875	0.133764758
876	0.1336340525
877	0.1335529357
878	0.1334284623
879	0.1332725402
880	0.1331905347
881	0.1331122187
882	0.1330454186
883	0.1329582861
884	0.1328503357
885	0.1326157445
886	0.1324626779
887	0.1323372921
888	0.1322871019
889	0.1321833538
890	0.1321047728
891	0.1319541643
892	0.1318971095
893	0.1318317458
894	0.1316033797
895	0.1314099995
896	0.131304469
897	0.1312397517
898	0.1311658555
899	0.13109435
900	0.1308831034
901	0.1308094015
902	0.1307126359
903	0.1305957797
904	0.130523757
905	0.1303808922
906	0.1303272329
907	0.1302576109
908	0.1301847761
909	0.1301167109
910	0.1300135691
911	0.1299455275
912	0.129863787
913	0.1297190828
914	0.1296528788
915	0.1295726194
916	0.1295035867
917	0.1294124853
918	0.1293125787
919	0.1290920395
920	0.129023169
921	0.1289554494
922	0.1288082074
923	0.1287477547
924	0.1286617057
925	0.1285838848
926	0.1283687305
927	0.1282727012
928	0.1281523718
929	0.1280437795
930	0.1279458147
931	0.1278125388
932	0.1277497703
933	0.1276853929
934	0.1274759511
935	0.1274135386
936	0.1273489454
937	0.1272573759
938	0.1271952776
939	0.1271342688
940	0.1270508764
941	0.1269861339
942	0.1269046118
943	0.1268177383
944	0.1266139201
945	0.1265377436
946	0.1264678961
947	0.1264092488
948	0.1263351548
949	0.1262769996
950	0.126211742
951	0.1261530743
952	0.1260973326
953	0.1260110208
954	0.1259554307
955	0.1258604624
956	0.1257984052
957	0.125686345
958	0.1255231707
959	0.1254352817
960	0.1253790292
961	0.1251813245
962	0.1249884626
963	0.124925935
964	0.1248307811
965	0.1247163144
966	0.1246570801
967	0.1244689579
968	0.1243646242
969	0.1242805833
970	0.1241883485
971	0.1240976382
972	0.1240196251
973	0.1239295002
974	0.1238531683
975	0.1237175445
976	0.1236648618
977	0.1236105823
978	0.1234540082
979	0.1233535335
980	0.1232188866
981	0.1231445353
982	0.1230917334
983	0.1230383044
984	0.1229833677
985	0.1229240416
986	0.1228526772
987	0.1227648726
988	0.1226781267
989	0.1225254012
990	0.1223758536
991	0.1223260179
992	0.1221496323
993	0.1219829794
994	0.1218981055
995	0.121752452
996	0.121608446
997	0.1215061202
998	0.1213650708
999	0.1213094768
